product_views;cart_additions;ad_clicks;discount_rate;user_rating;time_on_site;device_type;purchases
672;145;83;0,135080914;1,88517711;12,45837215;Mobile;142,0734457
890;180;296;0,405493227;4,147967703;1,350481992;Tablet;241,0682747
76;111;18;0,461411838;3,572152901;1,522811182;Tablet;112,6006595
792;186;50;0,268069873;;10,77313922;Mobile;160,1820832
133;61;297;0,009526993;2,462374549;10,83837525;Tablet;122,6540014
573;145;138;0,177717441;1,371736424;1;Mobile;146,6794889
839;196;268;1,677047199;;11,93986763;Desktop;224,1002299
486;50;272;0,255509024;2,579125899;15,43481352;Mobile;122,2148415
581;150;297;0,341285895;3,139944561;8,908491656;Mobile;195,9203375
638;100;219;0,196218143;1,207047264;10,29905893;Tablet;146,6902889
598;177;206;0,26867999;4,103751319;;Mobile;188,9647232
745;68;186;0,379930157;3,769086052;12,19514638;Tablet;133,0698959
866;192;206;0,123073504;3,11720148;1,656887489;Mobile;204,0828981
178;161;80;0,097983949;2,985229712;5,474394039;Tablet;125,5238721
445;143;245;0,402817473;2,348123046;8,020732819;Tablet;182,6402476
860;15;60;0,018511812;2,369615582;5,695864746;Mobile;75,0436626
412;25;146;0,075298292;1,273863675;17,33484249;Desktop;73,73412325
514;135;115;0,006178373;3,746854375;13,17237969;Desktop;140,048816
755;100;229;0,277692397;1,17989179;;Desktop;158,9468183
938;71;80;0,300042866;1,005675117;8,928321211;Mobile;115,7796088
289;169;65;0,265515347;1,123924743;15,65196069;Tablet;137,1330809
957;101;243;0,207134515;1,813789887;6,768803043;Tablet;164,4438863
724;97;148;0,264514562;3,280782859;14,25791927;Desktop;145,4380423
79;71;217;0,096968901;3,724636804;16,91589845;Desktop;498,9097644
868;196;264;0,413121362;2,68295353;16,08070482;Mobile;234,104588
;79;251;0,490386502;2,634554796;10,90202072;Tablet;150,8238757
318;59;122;0,270311441;3,307143553;16,25512499;Desktop;96,0740257
549;138;55;0,187177769;3,387310272;7,388809917;Mobile;125,1330473
597;16;288;0,395891358;4,379990335;22,42940669;Mobile;138,4476803
562;123;96;0,096535966;4,276352661;11,20424771;Mobile;140,9854106
102;117;231;0,160386783;4,294104818;15,73397081;Tablet;143,1117475
831;56;231;;4,376691191;8,189955705;Mobile;163,1621311
374;156;135;0,093147086;4,519321948;12,49707267;Desktop;152,1685385
184;18;53;0,056057789;3,221267152;12,7173174;Tablet;50,52646616
587;196;144;0,273176848;3,380668656;;Mobile;182,2773129
641;172;47;0,293708668;3,908903989;5,20778315;Mobile;166,1017408
148;43;108;0,298575052;1,796030222;8,977487218;Tablet;79,53818473
945;103;118;0,082239115;2,44184412;15,52666272;Tablet;138,4475151
620;47;157;0,360572364;4,650611922;1;Mobile;
996;127;59;0,121140564;3,091049722;8,185753902;Mobile;138,8481049
686;76;254;0,474051275;1,207150472;16,54936311;Desktop;155,393492
59;102;28;0,113978589;2,622239138;3,839353033;Desktop;78,07843412
247;191;295;0,00865574;1,643156813;16,26950332;Desktop;183,4216859
973;127;97;0,283922597;2,425147447;;Mobile;157,3147568
581;174;149;0,101423937;3,179903841;5,41729193;Desktop;171,7057678
166;129;1013,726581;0,314286913;3,020545607;9,263891111;Mobile;155,1876002
120;100;;0,11460668;2,961876121;19,36729534;Tablet;106,4459406
560;12;21;0,214042182;1,07335579;6,799964018;Desktop;53,82120285
614;26;183;1,677047199;2,780419513;1,335186058;Desktop;99,80726247
284;111;172;0,214405679;1,115855069;2,990319763;Desktop;121,4527788
235;105;;0,068260169;2,619443103;14,65974095;Desktop;139,0559506
626;105;171;0,168986529;3,587999644;3,226298575;Desktop;142,1796835
463;170;297;0,099465808;1,503617833;15,93982288;Mobile;180,016724
85;28;161;0,408050936;4,667090963;10,34895411;;89,59117782
104;135;61;0,364677042;3,52204596;9,838643867;Mobile;111,7449179
276;151;154;0,083409699;1,870394542;11,48652123;Mobile;134,2388148
585;;275;0,041452276;2,576350671;5,995398321;Tablet;162,0778916
335;54;10;0,012872303;1,387629053;10,68935961;Desktop;59,79987427
64;87;;0,113335898;1,088253151;4,034635016;Tablet;498,9097644
919;20;18;0,240088683;4,663445921;16,74445465;Desktop;98,00120322
708;43;253;0,199941598;3,700736203;4,86352385;Tablet;147,0945496
604;162;155;0,485749516;4,118584406;12,19440317;Mobile;187,385606
;127;216;0,396122823;3,488691391;4,826248489;Desktop;158,5184825
722;174;290;0,039093341;4,62706211;7,333977068;Desktop;209,0551092
948;141;250;0,079466191;4,583675284;8,130839829;Mobile;198,1273673
692;55;125;0,013299526;1,23263421;24,9067399;Mobile;94,37628465
330;164;280;0,069113181;1,757879934;9,927769566;Mobile;162,6963546
;140;;0,264708574;2,583159577;5,892351015;Mobile;149,9040657
932;46;293;0,038369018;2,364358218;7,777221941;Desktop;133,1776572
63;10;294;0,029933974;3,102290126;2,476637241;Mobile;88,36695464
260;155;70;0,059080752;2,066127207;9,186070393;Tablet;116,7442881
151;147;234;0,334706823;4,189836472;19,25543332;Desktop;
659;27;210;0,009679062;1,029975393;11,68019765;Tablet;92,62381049
485;98;232;0,48481305;4,16605233;14,51700475;Mobile;
176;183;54;0,190393132;2,573481106;5,450281801;Mobile;135,2771438
944;160;153;0,168293681;1,020540035;8,983289154;Tablet;170,6070232
574;165;49;0,237406417;4,388257076;11,01951318;Desktop;154,1640431
286;84;269;0,258930897;2,787017989;6,373465848;Tablet;136,8781957
948;33;262;0,210006694;3,898906572;12,00003368;Mobile;159,4795718
713;76;176;0,24316294;4,513794898;13,07714208;Mobile;138,2993939
173;140;43;0,16986695;1,137250972;12,71424025;Desktop;108,1154373
835;169;198;0,16100371;2,048648207;9,244583613;Desktop;187,9084113
106;132;134;0,013657633;1,475566361;59,38535326;Mobile;115,4052278
911;17;237;0,335900267;1,392040642;8,711912807;Mobile;129,2217418
423;122;34;0,30863599;4,782564367;8,255896061;Mobile;129,1370259
328;45;124;0,334410189;4,222277517;17,20769504;Mobile;108,3528047
100;125;111;0,470527527;2,45890064;59,38535326;Tablet;127,1162405
934;88;286;0,23654237;3,749172171;1,485155396;Tablet;182,396275
581;111;92;0,440885217;4,677781095;5,660918419;Mobile;156,0903555
627;123;296;0,221971623;1,883253975;;Desktop;174,2210719
857;131;276;0,238807014;1,05660295;16,41795507;Desktop;
532;10;178;0,316476259;4,296433365;6,697407459;Mobile;101,9566612
325;;56;0,1079507;3,890793317;19,0741876;Desktop;152,9616224
789;119;70;0,108678061;1,641029102;10,13598677;Tablet;123,2118052
553;106;10;0,254915922;2,958583382;9,422352264;Desktop;109,3819234
276;81;233;0,034304909;1,64173554;5,750309296;Tablet;106,5611103
852;29;219;0,118329025;3,410455447;19,75677584;Desktop;128,3861016
821;129;100;0,396706077;3,590279781;9,24855561;Desktop;160,5007795
284;79;220;0,231866714;2,10673083;3,340059869;Tablet;113,7273313
667;182;175;0,013310967;4,123348508;22,28834334;Tablet;177,3072481
924;135;245;0,030370709;2,894385396;11,96835047;Tablet;177,0318557
809;93;30;0,459757689;3,825431645;13,99415225;Tablet;134,0629538
238;16;63;0,478359224;3,559244726;18,4078011;Mobile;77,31222818
862;115;243;0,320551919;2,803035728;13,07231291;Tablet;179,7418894
103;170;114;0,092472554;2,170869048;14,87444679;Tablet;131,7669716
3355,420177;97;287;0,184043104;1,817217615;10,27162536;Desktop;159,2684684
535;133;264;0,152733528;3,98377613;13,66866144;Desktop;178,6749208
84;32;32;0,39257816;3,567773908;9,829210927;Tablet;55,51157577
739;87;124;0,268544843;2,123767713;9,898949571;Mobile;124,6498588
332;160;220;0,389828274;4,868396691;10,59858378;Desktop;188,2676892
859;90;45;0,180255305;4,241355723;8,01592427;Tablet;129,028198
884;178;258;0,434755732;1,507209044;12,52188918;Mobile;220,2106855
610;87;33;0,214581187;1,650253653;12,50922588;Mobile;93,11116208
645;164;37;0,208687034;3,176191243;14,094583;Mobile;146,9989934
99;132;165;0,244549219;1,409518202;13,19803258;Mobile;123,0629555
895;190;77;0,295902877;4,857352021;20,00021526;Desktop;197,0647444
697;111;193;0,447055927;3,55209362;15,2631487;Tablet;170,7689662
415;98;120;0,228877772;1,264696147;8,963740548;Mobile;114,7591323
131;77;84;0,465068119;2,773942921;12,26535752;Desktop;
;133;251;0,196834168;1,887873915;17,06349057;Mobile;
;196;52;0,162286347;2,961802944;5,250134055;Tablet;185,5543919
869;41;;0,147522804;;20,07120897;Desktop;107,6842873
143;187;54;0,010576002;4,327184617;6,126802831;Desktop;134,4529595
773;195;45;0,42457197;3,884396839;14,50137697;Tablet;191,2406918
127;156;65;0,039616869;4,626312607;10,0330022;Tablet;126,3923466
408;120;80;0,167165676;1,791830459;9,745338;Mobile;112,6527518
474;;126;0,125228393;2,541568949;3,485435632;Mobile;155,9921324
71;59;142;0,372218367;4,221866188;14,53750047;Mobile;94,70670777
180;130;45;0,466293588;2,495386403;3,558209074;Desktop;119,0517229
886;163;16;0,408354892;2,516353532;2,786148836;Tablet;154,9766086
647;163;32;0,159999165;4,944153774;15,79851509;Desktop;157,0904734
797;121;191;0,227878672;4,083452748;18,94802798;Desktop;166,6762104
592;83;292;0,123518448;4,443270047;6,663771169;Tablet;159,3738156
476;190;12;0,461990096;2,627891344;15,01554612;Tablet;160,5364941
67;138;15;0,059372287;3,343674092;13,98263177;Mobile;96,81456745
568;156;235;0,475977228;2,802214282;9,542406524;;189,0044091
782;128;218;0,406828414;;16,67908441;Tablet;181,6633595
244;176;221;0,355788856;1,510796543;;Desktop;176,5669728
516;100;56;0,386996828;4,368531406;12,58767073;Mobile;127,3282235
441;113;260;0,169673403;2,562169735;3,731150583;Mobile;152,3247844
877;162;188;0,147943254;3,327297576;3,944851849;Mobile;184,0941917
205;108;51;0,190710433;4,428287384;;Desktop;112,8136165
;56;39;0,090806624;4,093909012;12,75602606;;69,97463275
250;153;182;0,373180043;1,792951908;9,28771562;Desktop;150,1326632
198;81;234;0,237521919;3,474045462;19,539226;Tablet;128,4358721
854;29;235;0,442904979;2,982924357;19,48657836;Mobile;142,0033692
297;80;178;0,439190755;14,5257104;12,19584;Tablet;130,7950753
394;20;157;0,077926939;1,163431614;2,721724409;Mobile;70,86223994
294;176;210;0,109409134;3,519165232;9,44200506;Desktop;161,7967389
823;196;43;0,205320113;4,119419659;5,83709085;Desktop;181,6899792
680;60;112;0,05940723;4,766873647;10,44756795;Tablet;123,1799237
500;184;34;0,344716942;2,419935035;5,318514167;Tablet;159,6520282
808;145;252;0,368797828;2,596868606;4,018870378;Desktop;189,6114532
117;191;183;0,360675179;1,652022522;1;Desktop;
694;40;234;0,235105157;4,938464093;10,83628657;Tablet;138,8777911
393;21;151;0,421608111;4,398347985;1;Tablet;103,4294012
410;184;;0,302922873;4,830414916;;;210,3429072
200;61;279;0,496805888;2,981388553;13,47198487;Tablet;135,6739306
142;123;186;0,407719109;1,839125537;6,389521564;Tablet;131,4424161
708;181;250;0,361129408;3,292738215;4,575857435;Mobile;215,6367489
3355,420177;75;199;0,061651401;2,488367663;9,660765212;Desktop;131,0226545
915;27;218;0,416300019;2,391457723;5,856972358;Tablet;132,1974041
281;160;77;0,152786108;1,329457136;10,92828961;Mobile;119,1805149
774;;294;0,209457148;1,292596859;4,835850672;Tablet;165,4804889
155;14;59;0,231380142;2,515194212;9,477530369;Desktop;52,17508776
789;74;209;0,165655264;4,704794176;8,267896391;Mobile;155,3010418
587;110;184;0,0542194;3,892094842;9,942391922;Desktop;140,3897163
868;177;32;0,099681924;4,042234321;18,17575797;Desktop;159,047778
114;52;233;0,401733227;1,937162706;10,99905437;Mobile;106,9528756
787;108;27;0,326135066;3,938118444;12,52222061;Mobile;135,0870812
493;44;155;0,471420745;2,625276506;6,876034581;Tablet;116,0805048
590;65;245;0,410534177;1,237562442;11,11628209;Tablet;130,4141911
561;60;41;0,201110113;2,57925427;8,625982799;Tablet;92,4580296
728;109;111;0,393103075;1,52501515;10,1482802;Desktop;136,9238638
619;136;154;0,288214596;4,414797852;13,24472785;Tablet;164,3221136
445;31;277;0,143150541;4,361176258;7,498830799;Desktop;128,7318391
463;24;117;0,487544657;2,149875713;8,00977282;Tablet;83,56160445
117;148;39;0,464245497;3,447689211;7,567926654;Tablet;130,4700237
738;65;43;0,056099227;2,455038873;7,471401783;Desktop;
720;;63;0,419710741;1,616904697;10,86617615;Desktop;138,1627533
588;24;260;;3,597629246;8,180090373;Tablet;111,9133017
735;124;233;0,464409597;4,040426573;17,48978182;Mobile;196,6268249
305;182;128;0,312083021;4,098890964;23,39581356;Mobile;180,102805
262;93;255;0,083291122;1,596882344;7,160288574;Desktop;128,788626
928;119;275;0,408631218;3,050314074;11,47001429;Mobile;207,159491
956;65;260;;1,095597429;15,19003788;Tablet;148,7348773
860;64;6;0,029774937;1,360677991;8,67125469;Mobile;77,45884196
99;22;34;0,399213692;1,324204612;5,028044303;Desktop;49,57140457
571;101;219;0,394169094;1,228763174;18,69086656;Tablet;154,5956504
749;189;117;0,241029973;2,335077396;13,43078647;Desktop;171,1462138
85;32;51;0,365554833;2,430718403;11,59345226;Tablet;57,40839466
970;89;195;0,020074165;3,791481368;17,252612;Desktop;149,6094008
797;169;109;0,159053298;2,319518885;13,85116587;Desktop;168,8681937
343;104;276;0,336611191;1,561583217;9,76032482;Desktop;151,1026059
531;154;175;0,115302863;4,787502524;5,116845671;Tablet;164,8885365
916;81;75;0,22520569;4,501905616;7,533341278;Tablet;136,7222027
860;124;280;0,465973379;1,496903022;16,02411603;;187,6615698
835;197;182;0,413375889;2,4511148;13,41042827;Desktop;208,7832872
984;123;92;0,278998274;1,672338604;9,066666903;Tablet;145,9943271
756;161;47;0,288358165;4,83644571;18,83281597;Desktop;167,4322293
938;141;168;0,443503009;2,423910368;9,213893568;Desktop;182,2136453
956;;225;0,431529551;1,392469708;14,9375898;Tablet;140,2844602
68;40;251;0,044148367;3,907375953;11,10019524;Desktop;96,3233823
671;125;42;0,23278869;3,846870065;19,66476519;;136,1565476
367;76;132;0,095426827;1,964137823;13,76522744;Mobile;107,559175
520;102;299;0,041609879;2,285847404;10,23079741;Mobile;153,2492516
209;101;199;1,677047199;2,66007559;9,105992606;Tablet;120,4300945
691;160;32;0,305321903;2,070800007;9,923137495;Tablet;144,6437322
843;198;275;0,39718516;2,155550833;6,373013644;Desktop;221,5184505
441;199;207;0,456238185;4,206361568;3,166484312;Tablet;206,7809461
713;25;140;0,211478067;4,007402421;11,54367695;Tablet;109,4533509
;151;234;0,211161537;3,770516848;7,332407433;;160,7720219
762;;196;0,076626274;3,747094227;7,319123912;Tablet;167,2787796
128;174;81;0,097420642;3,087527723;9,555798817;Mobile;128,2837366
886;91;239;0,051247445;;10,26111719;Tablet;147,716006
409;105;80;0,487950273;3,882179782;10,03688006;Mobile;133,978388
529;95;72;0,063798718;1,46547095;18,69147676;Tablet;101,6471986
813;80;180;0,378321225;1,564282021;13,31189734;Mobile;
78;56;10;0,158882145;1,505060832;20,53907789;Tablet;
948;132;190;0,2685739;3,930872207;7,805048151;Desktop;182,3389994
633;13;167;0,436355106;3,366163537;13,91860322;Mobile;111,360909
976;152;217;0,468083726;2,800641517;8,082937297;Desktop;201,3991197
573;169;51;0,120115159;2,904925366;7,19434071;Tablet;146,0229174
246;53;176;0,455634702;4,310237309;20,72771313;Mobile;120,7852337
603;50;;;1,486719116;6,159258653;Mobile;90,50815736
592;105;56;0,402398601;2,532977121;1;;125,4095188
924;170;138;0,007625188;4,040664822;6,460253454;Mobile;179,8414995
596;31;277;0,267615738;3,631357482;;Tablet;133,7426338
435;92;248;0,362906343;2,740586886;5,243377495;Desktop;151,3131819
217;51;54;0,419469484;1,897364839;5,706670896;Tablet;74,57503581
359;171;254;0,420564443;4,785764853;10,17640882;Desktop;204,0429106
602;177;171;0,149433917;2,631677451;1;Tablet;176,1453615
400;25;18;0,426574805;4,511340016;15,97976113;Mobile;77,96051848
394;37;276;0,161823514;4,11132192;1;Desktop;116,4343001
63;39;160;0,116883684;4,446120132;9,361245887;Desktop;80,42015122
945;;274;0,000736635;1,067687977;8,379225945;Desktop;182,9049545
844;181;34;0,117857628;2,909565712;14,1267518;Mobile;162,3934177
292;80;54;0,059219412;2,037735307;11,75771637;Desktop;85,64321838
180;39;271;0,337468301;2,096085421;15,93436461;Tablet;118,7550089
843;136;75;0,072393814;2,079361289;8,19273354;Mobile;134,5390634
844;179;167;0,292691759;2,557254687;7,676266352;Tablet;197,2225093
902;182;182;0,06323388;2,642818465;12,06395493;Tablet;190,5046862
570;94;284;0,352209266;3,536160993;15,1460094;Mobile;157,1261675
749;158;104;0,142772751;2,201458209;14,12534548;Tablet;155,1464774
743;191;227;0,154348194;2,091108585;11,60907107;Desktop;195,1654444
253;166;220;0,320192658;2,442432811;11,16331251;Desktop;175,0422177
547;100;211;0,469472662;3,746057972;9,818554381;Mobile;158,3810058
297;59;159;0,495800525;1,000684702;12,04965082;Mobile;109,9637366
766;80;25;0,178631806;3,987711829;20,17467222;Mobile;113,652175
972;78;83;0,473163287;2,355875008;8,787133092;Mobile;133,2872077
122;197;170;0,306160734;3,304959093;8,177549193;Desktop;168,4896605
122;149;126;0,453234288;4,046089169;7,79472067;Tablet;157,1297896
301;173;59;0,013926074;3,043340671;11,94686379;Tablet;129,5908407
161;157;208;0,016586426;3,588604994;1;Mobile;151,5516816
58;;141;0,037286989;4,679762921;9,324691484;Desktop;111,5509046
979;160;236;0,402196501;1,11946509;14,40323426;Mobile;201,0561547
603;131;166;0,068978239;2,398115345;7,368846031;Mobile;138,6092609
788;150;114;;4,707416637;10,93352315;Desktop;160,4859691
587;67;37;0,292699951;4,349719319;20,54667732;Mobile;115,9465971
759;54;35;0,478722931;3,467311925;11,65799937;Tablet;115,1471932
701;44;154;0,283556244;1,917211806;1;Mobile;103,0447656
;64;109;0,3662979;2,322132152;2,950578167;Mobile;98,29041624
192;195;216;0,093867132;4,431825505;8,744983743;Tablet;169,0927261
514;188;190;0,457087027;3,793085829;5,980870459;Mobile;195,9872463
402;37;88;0,027938324;2,142600919;10,51691603;Mobile;69,76808427
848;115;229;0,141409504;1,528982007;8,527119889;Tablet;173,8701926
340;188;;0,226862096;4,123081336;15,83035766;Tablet;182,8215526
362;153;264;0,113086077;3,304898719;4,543342764;Tablet;167,6211831
552;;286;0,331880407;4,85375276;8,962503089;Desktop;189,7006059
233;123;288;0,339396217;2,625964709;11,08629244;Desktop;166,5568097
865;71;42;0,105929009;2,396107855;11,70567222;Tablet;112,7068734
60;185;161;0,004295634;2,163024572;10,73402629;Tablet;138,5651097
855;25;13;0,037158624;;1;Desktop;73,35244928
641;175;264;0,000213943;2,29091857;59,38535326;Mobile;180,7066935
893;175;212;0,452696858;1,292762399;9,246228136;Tablet;207,8990711
329;59;82;0,310832848;2,248516232;14,32054876;Tablet;95,69613838
905;107;184;0,069217638;1,875543733;13,61485154;Tablet;140,0566611
870;178;1013,726581;0,046256461;4,261539985;11,20422255;Desktop;189,2569152
483;100;;0,408797432;1,942370133;11,56582064;;132,3910742
319;67;164;0,405519798;;16,7619155;Tablet;119,1341476
237;23;295;0,46368982;;15,75148054;Desktop;119,3746728
;93;231;0,079636741;1,596907491;11,37666001;Tablet;108,8533352
603;62;123;0,26113738;3,125129938;20,72709144;Tablet;122,1228242
962;171;233;0,060738028;4,388747807;6,859018377;Mobile;205,0385716
587;173;46;0,397819782;3,336323007;4,07278446;Mobile;161,7303518
966;71;89;0,206242392;2,929545756;9,945809966;Mobile;129,712855
767;49;39;0,347912778;14,5257104;8,130950689;Desktop;115,4904067
700;65;266;0,015156841;4,78900771;;Tablet;143,4099164
738;86;12;0,388965499;4,283941598;6,73809595;Tablet;121,8602195
931;137;267;0,114743142;2,633637794;11,71792577;Mobile;186,566806
865;38;250;0,421402179;3,446772355;9,709861271;Mobile;156,9325013
203;199;284;0,092929242;3,10656678;6,117692942;Tablet;186,9003896
605;143;230;0,395048619;2,213234491;;Mobile;178,1342746
487;34;140;0,067052866;2,741280516;10,6153624;Desktop;89,42506427
885;69;244;0,331708619;4,317067118;13,57537192;Mobile;176,2345747
243;143;296;0,389629363;2,201919371;6,792496772;Mobile;174,3917304
828;105;268;0,193116426;4,558228228;;Desktop;180,0366547
504;110;236;0,122166307;4,965717277;4,546785129;Tablet;168,5065728
935;17;231;0,172263797;2,227069183;7,483115404;Tablet;128,5958555
801;88;197;0,148295829;1,490952219;18,49496601;Desktop;146,0931742
377;126;268;0,316533315;4,828697395;4,880611162;Desktop;173,4047801
852;152;132;0,022280872;1,684260639;6,706163437;Tablet;152,2068242
228;94;152;0,020718193;4,085855236;3,734444697;Desktop;101,467858
53;115;253;0,14388629;1,156453915;5,863668083;Mobile;129,1375353
531;52;82;0,138486681;1,942260394;10,69181579;Tablet;87,03980334
420;161;230;0,088535119;2,040621244;13,53271146;Mobile;154,4786939
169;142;37;0,358407473;14,5257104;9,906809332;Mobile;122,7149932
994;151;177;0,011881462;4,677215041;8,376550754;Mobile;183,7310486
87;136;15;0,462117385;1,701238837;3,786130569;Desktop;106,2702743
609;197;299;0,378743413;1,694555856;6,364347724;Mobile;209,2315382
297;177;253;0,201478851;3,766699747;2,269821006;Desktop;185,5454156
331;164;78;0,42946721;4,809268428;13,68279812;Desktop;
250;73;49;0,309076759;2,557137434;14,03036599;Mobile;88,20262394
419;22;194;0,285114781;;9,797762003;Desktop;104,3568987
684;10;270;0,15650893;1,12414357;12,20725492;Desktop;120,9992281
356;158;99;0,331552337;4,296254875;14,38116287;Mobile;150,0801688
735;180;288;0,069847356;3,893587604;10,50604444;Tablet;204,7537253
475;133;140;0,262449647;4,586462607;16,96805342;Tablet;
;147;135;0,05805503;3,549817134;4,881036519;Tablet;156,3177412
